Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
Max Cooper,4704686,276411,"Max Cooper has more than 50 original releases, tracks and remixes under his belt, from glitchy reinterpretations of big bands like Hot Chip and Au Revoir Simone to straight dancefloor 12""s like his breakthrough ""Serie"" originals and remixes for names like Agoria, Dominik Eulberg, Extrawelt, Pig and Dan, Kaiserdisco and Sasha.

The approach, meanwhile, is anything but simple. A melancholy composer whose live sets can raise blisters in a club, Cooper is as comfortable writing abstract electronica as he is writing dancefloor techno 12""s . <a href=""https://www.last.fm/music/Max+Cooper"">Read more on Last.fm</a>","Max Cooper & Tom Hodge, Christian Löffler, Dominik Eulberg, Weval, Kiasmos"
Satori,721841,82181,"There are 9 bands/artists under the name of SATORI:

1) Satori (NL) House (ethno-house, progressive) music producer, DJ and musician from Holland.
2) USA based act providing a fresh mix of reggae, bluebeat, rocksteady and ska.
3) Shaman / ethno haos orchestra from Moldova.
4) HC/Death band from Vyškov, Czech republic.
5) UK based industrial / power electronics act. 
6) Hard Rock/Metal band based in the West Midlands, England.
7) Melbourne Psychedelic/Stoner rock band.   http://www.myspace.com/satori925 <a href=""https://www.last.fm/music/Satori"">Read more on Last.fm</a>","MZ.412, Nordvargr, Inade, Post Scriptvm, Nocturnal Emissions"
Vigiland,2794344,260774,"Vigiland is a Swedish DJ/music producing house music duo, made up of Claes Remmered Persson and Otto Pettersson. They became famous with the single ""UFO"" which is in the style of Melbourne Bounce, a slightly more hip hop and sharper variant of progressive house music. <a href=""https://www.last.fm/music/Vigiland"">Read more on Last.fm</a>","Little Sis Nora, AronChupa, Mike Perry, Aronchupa & Little Sis Nora, Axwell /\ Ingrosso"
Paul Marmota,49049,6062," <a href=""https://www.last.fm/music/Paul+Marmota"">Read more on Last.fm</a>","ZUTZUT, Imaabs, Beauty Brain, Manuka Honey, Lechuga Zafiro"
ZABO,291371,39976,"ZABO, real name Dan Szabo, is a Canadian electronic music producer. 

Dan was introduced to electronic music at an early age. During his time at university, Dan became fascinated with music composition which led him to study audio and recording technology at the well-known OIART in London, Ontario. After several years of formal education and informal music education programs, Dan began developing his music persona “ZABO”, which was focused on a heavy electro and big-room sound.  <a href=""https://www.last.fm/music/Zabo"">Read more on Last.fm</a>","Social Kid, Jordan Burns, Dr. Fresch, Valentino Khan, Hairitage"
DJ KRUSH,13898508,650149,"DJ Krush (Hideaki Ishi) was born in 1962 in Tokyo. Gifted producer & DJ with a superb sense in mixing and composing his sound who's been greatly received in the international club scene. At an early age, Ishii dropped out of school, and joined a local gang, and a few years later, Yakuza. It was the movie ""Wild Style"" that got him into hip hop in the early 80's, and in 1987, he formed Krush Posse which made numerous appearances in various media as the best hip hop act in Japan. <a href=""https://www.last.fm/music/DJ+Krush"">Read more on Last.fm</a>","DJ Cam, DJ Krush & Toshinori Kondo, The Herbaliser, DJ Food, DJ Shadow"
Dwin,987298,100253,"DWIN is Daumantas Vinkevičius from Vilnius, Lithuania and founder of LITHUANIA HQ <a href=""https://www.last.fm/music/Dwin"">Read more on Last.fm</a>","Gaullin, LIUFO, Dynoro, KEAN DYSSO, Michael Calfan"
Be Svendsen,666144,63742,"2014 was the year that electronica’s cognoscenti fell for Be Svendsen. Following the success of live performances at Fusion and BOOM, the Danish musician has become a treat on the global festival scene and proponent of a uniquely organic, genre-bending sound that could best be described as ‘Tarantino Techno’. 

 

Rather like Tarantino, Svendsen’s art has the distinction of being rooted in both the familiar and the obscure. The playful and the ironic. <a href=""https://www.last.fm/music/Be+Svendsen"">Read more on Last.fm</a>","Nu, Nhar, Alec Troniq, Laid Back, Solomun"
Bob Moses,6055303,372543,"Electronic duo Bob Moses play a potent hybrid of house music and lyrical pop, fusing smooth vocals and guitar licks with club beats. Emerging in 2012 with a series of well-received EPs, the duo earned commercial and critical accolades, including a Grammy nomination for the single ""Tearing Me Up"" off their 2015 debut Days Gone By. Battle Lines followed in 2018, and the duo's third studio album, The Silence in Between, arrived in 2022.

Born and bred in Brooklyn <a href=""https://www.last.fm/music/Bob+Moses"">Read more on Last.fm</a>","Elderbrook, Eli & Fur, ZHU, Avoure, Sultan + Shepard"
Against All Logic,6272497,236320,"Against All Logic, aka Nicolas Jaar, aka A.A.L is a Chilean-American house and electronic producer, composer and recording artist based out of New York.

Since 2008, Nicolás Jaar has released music under various guises spanning shades of pop, ambient, noise, and club music. Among his notable works, are the albums Space Is Only Noise (2011), Pomegranates (2015) and Sirens (2016).

His ""Against All Logic"" alias is most known for its first (under said alias) album <a href=""https://www.last.fm/music/Against+All+Logic"">Read more on Last.fm</a>","Nicolas Jaar, Floating Points, Daphni, Ross From Friends, Leon Vynehall"
Manybeat,23956,4515,"Manybeat, cuyo nombre es: Manuel Alberto Bolívar, nace en Caracas en el año 1973 Y a los 8 años de edad ya mostraba dotes y dones musicales. A los 17 años ya era dj y a partir de los 21 años comienza a producir todo tipo de remixes y producciones musicales en todos los géneros más populares. Participando en producciones para Jlo, Gente de zona, Oscarcito y muchos más, y en la parte de generos electrónicos ha tenido colaboraciones con Robie Rivera <a href=""https://www.last.fm/music/Manybeat"">Read more on Last.fm</a>","Reis Belico, DJ Chus, Tambor Urbano, Dario Nunez, 3 dueños"
WhoMadeWho,6220240,397679,"WhoMadeWho are a Danish indie rock/dance-punk band from Copenhagen founded 2003 by Tomas Hoefding aka Bon Homme, Jeppe Kjellberg and Tomas Barfod. WhoMadeWho's sound has been described as ""lean, yet lush and moving crisply through continents of stylistic territory."" Besides a number of 12"" singles and remixes for other artists, the band's first full release was their self-titled debut, 'WhoMadeWho'. The majority of the tracks from this album were later reworked into acoustic form on what would become their second record, 'Green Versions'. <a href=""https://www.last.fm/music/WhoMadeWho"">Read more on Last.fm</a>","Kasper Bjørke, Agoria, Hot Chip, Yuksek, SOHN"
TroyBoi,2398812,223836,"TroyBoi, real name Troy Henry, is a electronic music producer from South East London born 1987. He got his start making his beats standing up in his kitchen, in his studio apartment on his Mac Book and a midi keyboard. This multi-talented musician specializes in extraordinarily unique, versatile, and highly musical tracks that fuses various textures from multiple genres. TroyBoi is without a doubt one of the top up-and-coming producers in the game right now and it's quite clear from his composition that his influences are vast indeed. <a href=""https://www.last.fm/music/TroyBoi"">Read more on Last.fm</a>","Buku, Keys N Krates, Tropkillaz, Apashe, ATLiens"
Jugurtha,43202,8525,"1. Progressive Death/Black band from Toronto, Ontario (Canada). Got one EP so far ""Empyre"". 

https://jugurthametal.bandcamp.com/album/empyre

2. Oriental deep house producers / band.
 <a href=""https://www.last.fm/music/JUGURTHA"">Read more on Last.fm</a>","Valeron, Solidmind, Kosa, Hot Oasis, tebra"
Kink,814018,115102,"KiNK is an Bulgarian acid techno and acid house producer, also known with his attempts in experimental styles. His his first release - ""Same ol' thing"" was released by the UK label Odori and hit the house charts of several online vinyl shops.

With the support of names such as Josh Wink, Richie Hawtin, Laurent Garnier, Surgeon and Modeselektor, KiNK is rapidly gaining momentum in the electronic music industry and is proving himself as a unique and consistent producer. <a href=""https://www.last.fm/music/KiNK"">Read more on Last.fm</a>","Maceo Plex, Paul Johnson, Radio Slave, Chris Stussy, Batu"
Morcheeba,45597358,1525068,"Morcheeba is an English electronic band formed in the mid-1990s with founding members vocalist Skye Edwards and the brothers Paul and Ross Godfrey. They mix influences from trip hop, rock, folk rock and downtempo, and have produced nine regular studio albums since 1995, two of which reached the UK top ten.[1] Edwards left the band in 2003, after which the brothers used a number of singers before she rejoined in 2009. They recruit additional members for their live performances and have toured internationally. <a href=""https://www.last.fm/music/Morcheeba"">Read more on Last.fm</a>","The Funky Lowlives, Marsmobil, Hird, Nuspirit Helsinki, Soma Sonic"
Tiga,7505442,640000,"Tiga is the stage name of Montreal, Quebec, Canada-born DJ/producer Tiga James Sontag (born 1974). He graduated from Selwyn House School, a prestigious school in Westmount. Before producing music, he was involved in the promotion of rave parties in his native city during the early 1990s, also Tiga was involved in the creation of world renowned afterhours club SONA. In 1994, he opened a record store named DNA Records, and in 1998 founded his own label, Turbo Recordings. <a href=""https://www.last.fm/music/Tiga"">Read more on Last.fm</a>","Felix da Housecat, Simian Mobile Disco, Miss Kittin, Miss Kittin & The Hacker, Boys Noize"
Little Dragon,28763304,1175853,"Little Dragon is an electronic music group formed in 2006 and based in Göteborg, Sweden. The band is made up of Yukimi Nagano (vocals), Fredrick Källgren (bass), Håkan Wirenstrand (keyboards) and Erik Bodin (drums).  Their new album 'Nabuma Rubberband' was released on May 13, 2014 on Loma Vista.  Prior to this, they released three studio albums: Little Dragon (2007), Machine Dreams (2009) and Ritual Union (2011). 

Their first release was a double-A-side <a href=""https://www.last.fm/music/Little+Dragon"">Read more on Last.fm</a>","Goldfrapp, Neil Frances, Skinshape, Lamb, Róisín Murphy"
George FitzGerald,3367392,308131,"George Fitzgerald first appeared on our radar with his ""Don't You"" cut on Scuba's Sub:stance mix. Fast-forward a year and he's got his first release on Hotflush, dropping the future garage soul of ""The Let Down"" and a luscious dubtech gem in ""Weakness"". It's hard to escape the fact that both sides strongly remind of Joy Orbison, but that's a really obvious comparison to make considering that he's got tunes lined up for release on Doldrums. The pair <a href=""https://www.last.fm/music/George+Fitzgerald"">Read more on Last.fm</a>","Christian Löffler, Maribou State, Bicep, Jacques Greene, Agoria"
JOYRYDE,2403590,148228,"Eskimo is an English Psychedelic Trance DJ and producer, son of John Ford (also known as John Phantasm and owner of Phantasm Records). now called JOYRYDE and produces bass-heavy house music 

Early career
Inspired by his father John Phantasm (and consequently the music he heard playing at home when he was young), Eskimo started producing his own music in the studio from the age of 9 but did not begin DJing worldwide until he was 13. Wrapped up in the life of DJing <a href=""https://www.last.fm/music/Joyryde"">Read more on Last.fm</a>",
Boombox Cartel,1614378,165121,"Blurring the lines between electronic and hip-hop with Latin influences, internationally-recognized Mexican American producer act Boombox Cartel has risen the ranks as an unparalleled force in the world of dance music. 

The Boombox Cartel name spread quickly in 2015 after Jack Ü played “B2U” at Hard Fest and shortly after, every major artist was playing it live. Following the success of “B2U” came the smash single “Supernatural” with Quix and Anjulie <a href=""https://www.last.fm/music/Boombox+Cartel"">Read more on Last.fm</a>","RL Grime, NGHTMRE, Juelz, Ekali, Quix"
